5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,-1,-1,-1,-1,-1,-1,-1,-1,5,102,-1,-1,5,513,-1,-1,-1,-1,5
5,504,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,5,-1,-1,-1,-1,-1,5
5,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,5,120,-1,-1,-1,-1,5
5,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,5,5,-1,-1,-1,-1,5
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,5
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,-1,-1,5
5,510,-1,102,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,509,509,5
5,5,5,5,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1,5,5,700,5
5,-1,-1,-1,-1,-1,-1,5,101,-1,-1,-1,-1,-1,-1,-1,-1,-1,509,5
5,501,-1,-1,-1,-1,-1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
5,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,501,-1,-1,-1,-1,-1,-1,-1,5
5,-1,-1,-1,-1,-1,504,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
5,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
5,-1,-1,504,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,5,5,5,5,5,5
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,506,5
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
5,803,1,-1,-1,-1,-1,110,-1,111,-1,201,-1,102,-1,-1,-1,-1,-1,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
